carrier_name,bk_original_id,bk_transaction_id,booking_status,port_2_port_id,lead_time,transit_time,allocated_container_count,allocated_teu_count,pol_etd_for_most_recent_transaction,pol_etd_for_first_transaction,version_date,next_version,date_replaced,original_version_date
CMA CGM,2071220367,2.50202E+21,Confirmed,VNSGN--USLAX,,,1,2,,,45690.87941,,,45677.80002
CMA CGM,2071245211,2.50202E+21,Confirmed,VNSGN--USLAX,,,1,2,,,45690.83768,,,45678.24687
CMA CGM,2071048392,2.50202E+21,Confirmed,VNSGN--USLAX,,,1,2,,,45690.26255,,,45674.33463
CMA CGM,2071208276,2.50202E+21,Confirmed,VNSGN--USLAX,,,1,2,,,45690.22088,,,45677.64582
CMA CGM,2071287683,2.50202E+21,Confirmed,VNSGN--USLAX,,,1,2,,,45690.72932,,,45678.53792
CMA CGM,2071335663,2.50202E+21,Confirmed,VNSGN--USLAX,,,1,2,,,45690.79598,3,45692.16696,45679.4772
CMA CGM,2071357017,2.50202E+21,Confirmed,VNSGN--USLAX,,,1,2,,,45690.71264,,,45679.4767
CMA CGM,2071296252,2.50202E+21,Confirmed,VNSGN--USLAX,,,1,2,,,45690.85437,,,45678.58584
CMA CGM,2071907486,2.50202E+21,Confirmed,VNSGN--USLAX,,,1,2,,,45690.02567,2,45691.46616,45690.02567
MSC,2067757665,2.50202E+21,Confirmed,CNYTN--USLAX,-315,384,0.9999,1.9999,45677,45677,45690.15336,,,45631.306
HAPAG-LLOYD,2071870439,2.50202E+21,Confirmed,BDCGP--USLAX,-26,741,1,2,45689.45833,45689.45833,45690.57651,,,45688.86623
HAPAG-LLOYD,2071904814,2.50202E+21,Confirmed,BDCGP--USLAX,-23,1077,0.9996,1.9995,45689.45833,45689.45833,45690.41692,,,45689.82169
MSC,2070847958,2.50202E+21,Confirmed,CNYTN--USLAX,33,360,1,2,45692,45692,45690.65741,,,45672.32927
MSC,2070761002,2.50202E+21,Confirmed,CNYTN--USLAX,33,360,1,2,45692,45692,45690.65289,,,45671.36173
MSC,2070847960,2.50202E+21,Confirmed,CNYTN--USLAX,33,360,1.9998,3.9997,45692,45692,45690.65741,,,45672.32929
HAPAG-LLOYD,217123810,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24878,,,45649.81331
HAPAG-LLOYD,217123812,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.2488,,,45649.81332
HAPAG-LLOYD,217135300,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,1,45692.45833,45692.45833,45690.24877,,,45650.44679
HAPAG-LLOYD,217133937,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24877,,,45650.35355
HAPAG-LLOYD,217168139,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24876,,,45657.11693
HAPAG-LLOYD,217070094,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,2,2,45692.45833,45692.45833,45690.24878,,,45640.29574
HAPAG-LLOYD,217165687,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24876,,,45656.38252
HAPAG-LLOYD,217204062,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24876,,,45665.33521
HAPAG-LLOYD,217125168,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,1,45692.45833,45692.45833,45690.24878,,,45649.81332
HAPAG-LLOYD,217070073,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,2,2,45692.45833,45692.45833,45690.24878,,,45640.29575
HAPAG-LLOYD,217125171,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,1,45692.45833,45692.45833,45690.24878,,,45649.81333
HAPAG-LLOYD,217125164,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,1,45692.45833,45692.45833,45690.24878,,,45649.81331
HAPAG-LLOYD,217125165,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24876,,,45649.81333
HAPAG-LLOYD,217123811,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24878,,,45649.81332
HAPAG-LLOYD,217166165,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24876,6,45691.58086,45656.40553
HAPAG-LLOYD,217159825,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,1,45692.45833,45692.45833,45690.24876,,,45656.10905
HAPAG-LLOYD,2069968922,2.50202E+21,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24873,,,45660.31342
HAPAG-LLOYD,217125173,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24878,,,45649.81332
HAPAG-LLOYD,217125799,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,1,45692.45833,45692.45833,45690.24878,,,45649.75557
HAPAG-LLOYD,217169280,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24876,,,45657.17641
HAPAG-LLOYD,217167958,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24876,,,45659.08272
HAPAG-LLOYD,217105762,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,1,45692.45833,45692.45833,45690.2488,,,45646.52769
HAPAG-LLOYD,217166213,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24876,,,45656.441
HAPAG-LLOYD,217133928,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,1,45692.45833,45692.45833,45690.24877,,,45650.35356
HAPAG-LLOYD,217068223,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.2488,,,45640.07668
HAPAG-LLOYD,217125166,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24878,,,45649.81331
HAPAG-LLOYD,217125803,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.2488,,,45649.75558
HAPAG-LLOYD,217204953,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1.7856,2.9761,45692.45833,45692.45833,45690.24876,,,45665.3839
HAPAG-LLOYD,217169129,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24876,,,45657.17132
HAPAG-LLOYD,217180107,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24876,,,45659.40277
HAPAG-LLOYD,217172163,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24877,,,45657.37433
HAPAG-LLOYD,217169128,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,1,45692.45833,45692.45833,45690.24876,,,45657.17132
HAPAG-LLOYD,217125167,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.2488,,,45649.81332
HAPAG-LLOYD,217124461,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24878,,,45649.75557
HAPAG-LLOYD,217169278,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24876,7,45691.86976,45657.17641
HAPAG-LLOYD,217125169,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24878,,,45649.81333
HAPAG-LLOYD,217070121,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,2,2,45692.45833,45692.45833,45690.2488,,,45640.29782
HAPAG-LLOYD,217169276,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,2,45692.45833,45692.45833,45690.24876,,,45657.17642
HAPAG-LLOYD,217125163,2.50202E+20,Confirmed,CNSHA--USLAX,54,333,1,1,45692.45833,45692.45833,45690.2488,,,45649.81333
CMA CGM,2071601372,2.50202E+21,Confirmed,BDCGP--USLAX,58,954,1,2,45692.57917,45692.57917,45690.14579,3,45691.35636,45683.40215
HAPAG-LLOYD,217136636,2.50202E+20,Confirmed,CNSHA--USLAX,69,363,1,1,45693.45833,45693.45833,45690.59963,,,45651.58583
HAPAG-LLOYD,217247117,2.50202E+20,Confirmed,CNSHA--USLAX,69,363,1,2,45693.45833,45693.45833,45690.59963,,,45677.37601
HAPAG-LLOYD,217228913,2.50202E+20,Confirmed,CNSHA--USLAX,69,363,1,1,45693.45833,45693.45833,45690.59962,,,45672.10325
HAPAG-LLOYD,217185091,2.50202E+20,Confirmed,CNSHA--USLAX,69,363,4,7,45693.45833,45693.45833,45690.59963,,,45660.47194
HAPAG-LLOYD,217228912,2.50202E+20,Confirmed,CNSHA--USLAX,69,363,1,1,45693.45833,45693.45833,45690.59963,,,45672.10325
HAPAG-LLOYD,217227277,2.50202E+20,Confirmed,CNSHA--USLAX,69,363,1,2,45693.45833,45693.45833,45690.59962,,,45671.41546
HAPAG-LLOYD,217220909,2.50202E+20,Confirmed,CNSHA--USLAX,69,363,1,2,45693.45833,45693.45833,45690.59963,,,45671.06127
HAPAG-LLOYD,217189844,2.50202E+20,Confirmed,CNSHA--USLAX,69,363,3,6,45693.45833,45693.45833,45690.59963,,,45663.15867
HAPAG-LLOYD,217255045,2.50202E+20,Confirmed,CNSHA--USLAX,69,363,1,2,45693.45833,45693.45833,45690.59963,,,45678.4441
HAPAG-LLOYD,2069752711,2.50202E+21,Confirmed,CNSHA--USLAX,69,363,1,2,45693.45833,45693.45833,45690.5996,,,45657.13568
HAPAG-LLOYD,217179937,2.50202E+20,Confirmed,CNSHA--USLAX,69,363,1,2,45693.45833,45693.45833,45690.59963,,,45659.40064
HAPAG-LLOYD,217189862,2.50202E+20,Confirmed,CNSHA--USLAX,69,363,3,6,45693.45833,45693.45833,45690.59962,,,45663.2797
HAPAG-LLOYD,217243689,2.50202E+20,Confirmed,CNSHA--USLAX,69,363,1,2,45693.45833,45693.45833,45690.59963,,,45675.26338
HAPAG-LLOYD,217263516,2.50202E+20,Confirmed,CNSHA--USLAX,69,363,1,2,45693.45833,45693.45833,45690.59962,,,45680.26134
MSC,2071180303,2.50202E+21,Confirmed,CNSHA--USLAX,106,336,1,2,45695,45695,45690.58522,5,45691.32185,45677.4053
CMA CGM,2070846908,2.50202E+21,Confirmed,CNSHA--USLAX,160,432,1,2,45697.33333,45697.33333,45690.68766,,,45672.32048
CMA CGM,2070288130,2.50202E+21,Confirmed,CNYTN--USLAX,165,364,1,2,45697.58333,45697.58333,45690.72101,,,45665.12821
CMA CGM,2071154434,2.50202E+21,Confirmed,CNYTN--USLAX,173,364,1,2,45697.58333,45697.58333,45690.37926,3,45691.63486,45677.2769
CMA CGM,2071061333,2.50202E+21,Confirmed,CNYTN--USLAX,175,364,1,2,45697.58333,45697.58333,45690.29591,,,45678.09047
CMA CGM,2070865157,2.50202E+21,Confirmed,CNYTN--USLAX,177,364,1,2,45697.58333,45697.58333,45690.21247,,,45672.38085
CMA CGM,2070869064,2.50202E+21,Confirmed,CNYTN--USLAX,178,364,1,2,45697.58333,45697.58333,45690.18743,,,45672.3885
CMA CGM,2070864380,2.50202E+21,Confirmed,CNYTN--USLAX,178,364,1,2,45697.58333,45697.58333,45690.18741,,,45672.38851
CMA CGM,2070865333,2.50202E+21,Confirmed,CNYTN--USLAX,178,364,1,2,45697.58333,45697.58333,45690.18739,,,45672.3885
CMA CGM,2070869060,2.50202E+21,Confirmed,CNYTN--USLAX,181,364,1,2,45697.58333,45697.58333,45690.07093,,,45672.38848
CMA CGM,2070867229,2.50202E+21,Confirmed,CNYTN--USLAX,181,364,1,2,45697.58333,45697.58333,45690.0458,,,45672.38848
CMA CGM,2070866312,2.50202E+21,Confirmed,CNYTN--USLAX,181,364,1,2,45697.58333,45697.58333,45690.04585,,,45672.38779
CMA CGM,2070864376,2.50202E+21,Confirmed,CNYTN--USLAX,181,364,1,2,45697.58333,45697.58333,45690.07092,,,45672.38848
HAPAG-LLOYD,2071122483,2.50202E+21,Confirmed,VNSGN--USLAX,345,824,1,2,45705,45705,45690.6599,4,45691.3411,45676.85409
HAPAG-LLOYD,2071121462,2.50202E+21,Confirmed,VNSGN--USLAX,345,824,1,2,45705,45705,45690.65825,4,45691.3411,45676.85419
HAPAG-LLOYD,2071121459,2.50202E+21,Confirmed,VNSGN--USLAX,345,824,1,2,45705,45705,45690.65825,4,45691.25922,45676.85409
HAPAG-LLOYD,2071118456,2.50202E+21,Confirmed,VNSGN--USLAX,417,752,1,2,45708,45708,45690.6599,5,45691.25916,45677.63829
HAPAG-LLOYD,2071120492,2.50202E+21,Confirmed,VNSGN--USLAX,417,752,1,2,45708,45708,45690.65825,5,45691.38988,45677.64192
HAPAG-LLOYD,2071119511,2.50202E+21,Confirmed,VNSGN--USLAX,417,752,1,2,45708,45708,45690.6599,5,45691.25917,45677.6383
HAPAG-LLOYD,2071120494,2.50202E+21,Confirmed,VNSGN--USLAX,417,752,0.9999,1.9999,45708,45708,45690.6599,5,45691.25916,45677.63354
HAPAG-LLOYD,2071121464,2.50202E+21,Confirmed,VNSGN--USLAX,417,752,1,2,45708,45708,45690.6599,5,45691.25917,45677.64125
HAPAG-LLOYD,2071123454,2.50202E+21,Confirmed,VNSGN--USLAX,417,752,1,2,45708,45708,45690.6599,5,45691.25917,45677.63635
HAPAG-LLOYD,2071119513,2.50202E+21,Confirmed,VNSGN--USLAX,417,752,1,2,45708,45708,45690.6599,5,45691.25916,45677.63985
HAPAG-LLOYD,2071121465,2.50202E+21,Confirmed,VNSGN--USLAX,417,752,0.9999,1.9999,45708,45708,45690.65989,5,45691.25917,45677.64126
HAPAG-LLOYD,2071121466,2.50202E+21,Confirmed,VNSGN--USLAX,417,752,1,2,45708,45708,45690.6599,5,45691.25916,45677.63988
HAPAG-LLOYD,2071123455,2.50202E+21,Confirmed,VNSGN--USLAX,417,752,1,2,45708,45708,45690.6599,5,45691.25917,45677.63634
HAPAG-LLOYD,2071121463,2.50202E+21,Confirmed,VNSGN--USLAX,417,752,1,2,45708,45708,45690.65989,5,45691.3899,45677.64192
HAPAG-LLOYD,2071118663,2.50202E+21,Confirmed,BDCGP--USNYC,-368,1106,1,2,45675.49583,45675.49583,45690.80567,,,45676.58707
MSC,2071351303,2.50202E+21,Confirmed,BDCGP--USNYC,-153,1016,1,2,45684,45684,45690.39997,,,45679.32265
MSC,2071913426,2.50202E+21,Confirmed,BDCGP--USNYC,-109,1097,1,2,45686,45686,45690.56373,2,45691.46619,45690.56373
MSC,2071915468,2.50202E+21,Confirmed,BDCGP--USNYC,-109,1097,1,2,45686,45686,45690.56373,2,45691.57144,45690.56373
MSC,2071696420,2.50202E+21,Confirmed,BDCGP--USNYC,-108,1097,1,2,45686,45686,45690.50457,,,45685.26935
MSC,2071342526,2.50202E+21,Confirmed,BDCGP--USNYC,-108,1097,0.5,1,45686,45686,45690.50457,4,45691.57144,45679.28033
MSC,2071806785,2.50202E+21,Confirmed,BDCGP--USNYC,-108,1097,0.9999,1.9999,45686,45686,45690.54079,3,45691.61255,45687.56448
MSC,2071802719,2.50202E+21,Confirmed,BDCGP--USNYC,-108,1097,1,2,45686,45686,45690.54079,,,45687.56444
MSC,2071912403,2.50202E+21,Confirmed,BDCGP--USNYC,-108,1097,0.9999,1.9999,45686,45686,45690.50459,2,45691.40549,45690.50459
MSC,2071913065,2.50202E+21,Confirmed,BDCGP--USNYC,-101,1097,1,2,45686,45686,45690.21112,2,45691.61255,45690.21112
MSC,2071910068,2.50202E+21,Confirmed,BDCGP--USNYC,-101,1097,0.9999,1.9999,45686,45686,45690.21112,2,45691.31598,45690.21112
MSC,2071517892,2.50202E+21,Confirmed,BDCGP--USNYC,-101,1097,1,2,45686,45686,45690.23253,,,45682.30365
MSC,2071367739,2.50202E+21,Confirmed,BDCGP--USNYC,-100,1097,1,1,45686,45686,45690.19296,,,45679.51401
MSC,2071618492,2.50202E+21,Confirmed,BDCGP--USNYC,-62,1105,1,2,45688,45688,45690.5852,4,45691.3826,45684.18514
MSC,2071785822,2.50202E+21,Confirmed,BDCGP--USNYC,-61,1105,1,2,45688,45688,45690.56378,3,45691.57145,45687.56451
MSC,2071299299,2.50202E+21,Confirmed,BDCGP--USNYC,-61,1105,1,2,45688,45688,45690.56374,,,45679.20033
MSC,2071632186,2.50202E+21,Confirmed,BDCGP--USNYC,-61,1105,1,2,45688,45688,45690.56917,,,45685.29423
MSC,2071695168,2.50202E+21,Confirmed,BDCGP--USNYC,-61,1105,1,2,45688,45688,45690.56376,,,45685.2305
MSC,2071616565,2.50202E+21,Confirmed,BDCGP--USNYC,-61,1105,1,2,45688,45688,45690.5638,4,45691.40556,45684.18514
MSC,2071568398,2.50202E+21,Confirmed,BDCGP--USNYC,-60,1105,1,2,45688,45688,45690.50459,4,45691.40572,45682.20118
MSC,2070767391,2.50202E+21,Confirmed,BDCGP--USNYC,-60,1105,1,2,45688,45688,45690.50459,,,45671.50372
MSC,2071508991,2.50202E+21,Confirmed,BDCGP--USNYC,-60,1105,1,1,45688,45688,45690.5235,4,45691.27497,45682.32574
MSC,2071429377,2.50202E+21,Confirmed,BDCGP--USNYC,-60,1105,1,1,45688,45688,45690.52349,4,45691.38263,45684.26744
MSC,2071602307,2.50202E+21,Confirmed,BDCGP--USNYC,-56,1105,1,2,45688,45688,45690.3549,,,45683.49388
MSC,2071706734,2.50202E+21,Confirmed,BDCGP--USNYC,-52,1105,3,6,45688,45688,45690.17075,,,45685.45616
MSC,2071901425,2.50202E+21,Confirmed,BDCGP--USNYC,-39,1088,1,2,45689,45689,45690.63032,3,45691.17207,45689.23005
MSC,2071614439,2.50202E+21,Confirmed,BDCGP--USNYC,-34,1088,1,2,45689,45689,45690.4386,4,45692.29891,45683.5783
MSC,2071901448,2.50202E+21,Confirmed,BDCGP--USNYC,-34,1088,1,2,45689,45689,45690.44408,,,45689.37829
MSC,2071907138,2.50202E+21,Confirmed,BDCGP--USNYC,-34,1088,1,2,45689,45689,45690.43859,,,45689.41749
MSC,2071660514,2.50202E+21,Confirmed,BDCGP--USNYC,-34,1088,1,2,45689,45689,45690.43861,,,45684.49674
MSC,2071798911,2.50202E+21,Confirmed,BDCGP--USNYC,-34,1088,1,2,45689,45689,45690.4386,,,45687.21022
GOLD STAR LINE LTD.,2071751351,2.50202E+21,Confirmed,BDCGP--USNYC,5,1122,1,2,45690.41667,45690.41667,45690.22198,,,45686.31155
MSC,2071193504,2.50202E+21,Confirmed,BDCGP--USNYC,11,1048,1,2,45691,45691,45690.56377,,,45678.19794
MSC,2071470044,2.50202E+21,Confirmed,BDCGP--USNYC,11,1048,1,2,45691,45691,45690.56917,,,45682.42849
MSC,2071631469,2.50202E+21,Confirmed,BDCGP--USNYC,13,1048,1,2,45691,45691,45690.48236,5,45691.44392,45685.28654
MSC,2071654453,2.50202E+21,Confirmed,BDCGP--USNYC,14,1048,0.999,1.9992,45691,45691,45690.43866,4,45691.25403,45684.48009
MSC,2070523445,2.50202E+21,Confirmed,BDCGP--USNYC,14,1048,1,2,45691,45691,45690.44414,5,45692.32428,45668.30943
MSC,2071816621,2.50202E+21,Confirmed,BDCGP--USNYC,14,1048,2,4,45691,45691,45690.44409,3,45691.27496,45689.40048
MSC,2071422323,2.50202E+21,Confirmed,BDCGP--USNYC,14,1048,3,6,45691,45691,45690.44404,4,45691.27492,45680.1591
MSC,2071423325,2.50202E+21,Confirmed,BDCGP--USNYC,14,1048,2,4,45691,45691,45690.43871,4,45691.27492,45680.1591
MSC,2071599387,2.50202E+21,Confirmed,BDCGP--USNYC,14,1048,1,2,45691,45691,45690.43864,,,45683.49389
MSC,2070767562,2.50202E+21,Confirmed,BDCGP--USNYC,14,1048,1,2,45691,45691,45690.43864,6,45692.23768,45671.50371
MSC,2071813457,2.50202E+21,Confirmed,BDCGP--USNYC,14,1048,2,3,45691,45691,45690.44406,3,45691.25403,45689.69078
MSC,2071698681,2.50202E+21,Confirmed,BDCGP--USNYC,14,1048,1,1,45691,45691,45690.43862,,,45685.52584
MSC,2071801843,2.50202E+21,Confirmed,BDCGP--USNYC,14,1048,1,2,45691,45691,45690.44412,,,45689.41752
MSC,2071747921,2.50202E+21,Confirmed,BDCGP--USNYC,14,1048,1,2,45691,45691,45690.44412,3,45692.21582,45689.65017
MSC,2071714346,2.50202E+21,Confirmed,BDCGP--USNYC,14,1048,6,11,45691,45691,45690.44408,3,45692.25925,45689.40048
HAPAG-LLOYD,2071743475,2.50202E+21,Confirmed,INNSA--USNYC,18,730,0.9999,0.9999,45691.125,45691.125,45690.3805,,,45686.42712
HAPAG-LLOYD,2071843727,2.50202E+21,Confirmed,INNSA--USNYC,21,730,1,2,45691.125,45691.125,45690.2848,,,45687.80935
HAPAG-LLOYD,2071614159,2.50202E+21,Confirmed,BDCGP--USNYC,22,1051,2.9996,5.9994,45691.5625,45691.5625,45690.65547,,,45683.48741
CMA CGM,2071696695,2.50202E+21,Confirmed,BDCGP--USNYC,23,800,1,2,45691.14583,45691.14583,45690.17071,,,45685.30034
CMA CGM,2071700600,2.50202E+21,Confirmed,BDCGP--USNYC,23,800,2,4,45691.14583,45691.14583,45690.17082,,,45685.29823
MSC,2071468695,2.50202E+21,Confirmed,INMUN--USNYC,39,864,1.9999,1.9999,45692,45692,45690.40554,6,45691.75803,45680.53237
MSC,2071911063,2.50202E+21,Confirmed,BDCGP--USNYC,44,1024,1,2,45692,45692,45690.19292,2,45692.54639,45690.19292
CMA CGM,2071912358,2.50202E+21,Confirmed,BDCGP--USNYC,48,936,1,2,45692.45833,45692.45833,45690.45973,2,45691.62579,45690.45973
CMA CGM,2071910341,2.50202E+21,Confirmed,BDCGP--USNYC,48,936,1,2,45692.45833,45692.45833,45690.45976,2,45691.61746,45690.45976
CMA CGM,2071688555,2.50202E+21,Confirmed,BDCGP--USNYC,48,936,1,2,45692.45833,45692.45833,45690.46255,3,45691.44249,45685.09123
CMA CGM,2071916363,2.50202E+21,Confirmed,BDCGP--USNYC,48,936,1,2,45692.45833,45692.45833,45690.4626,2,45691.63562,45690.4626
CMA CGM,2071911354,2.50202E+21,Confirmed,BDCGP--USNYC,48,936,1,2,45692.45833,45692.45833,45690.45975,2,45691.63484,45690.45975
CMA CGM,2071914341,2.50202E+21,Confirmed,BDCGP--USNYC,48,936,1,2,45692.45833,45692.45833,45690.45973,2,45691.35674,45690.45973
CMA CGM,2071915103,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27078,2,45692.48956,45690.27078
CMA CGM,2071910098,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27084,2,45692.48887,45690.27084
CMA CGM,2071915116,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27078,2,45692.48891,45690.27078
CMA CGM,2071912112,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27082,2,45692.48958,45690.27082
CMA CGM,2071912116,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27078,2,45692.48955,45690.27078
CMA CGM,2071913095,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27085,2,45692.4889,45690.27085
CMA CGM,2071909075,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27078,2,45692.48959,45690.27078
CMA CGM,2071912105,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27078,2,45692.48887,45690.27078
CMA CGM,2071641755,2.50202E+21,Confirmed,BDCGP--USNYC,53,943,1,1,45692.45833,45692.45833,45690.28753,,,45684.36516
CMA CGM,2071913084,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27079,2,45692.48885,45690.27079
CMA CGM,2071913096,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27078,2,45692.48954,45690.27078
CMA CGM,2071913100,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27085,2,45692.4896,45690.27085
CMA CGM,2071913097,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27079,2,45692.48954,45690.27079
CMA CGM,2071910146,2.50202E+21,Confirmed,BDCGP--USNYC,53,943,1,1,45692.45833,45692.45833,45690.28266,2,45691.29713,45690.28266
CMA CGM,2071915112,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.2708,2,45692.4896,45690.2708
CMA CGM,2071915113,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27082,2,45692.48885,45690.27082
CMA CGM,2071626106,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27077,,,45684.09974
CMA CGM,2071911103,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27077,2,45692.48887,45690.27077
CMA CGM,2071916121,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27083,2,45692.49799,45690.27083
CMA CGM,2071916125,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27079,2,45692.48887,45690.27079
CMA CGM,2071912109,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27078,2,45692.48887,45690.27078
CMA CGM,2071916122,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27079,2,45692.4889,45690.27079
CMA CGM,2071912164,2.50202E+21,Confirmed,BDCGP--USNYC,53,943,1,2,45692.45833,45692.45833,45690.28266,2,45691.44809,45690.28266
CMA CGM,2071912111,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.2708,2,45692.48885,45690.2708
CMA CGM,2071912117,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27087,2,45692.4896,45690.27087
CMA CGM,2071912113,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27083,2,45692.48957,45690.27083
CMA CGM,2071910095,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27077,2,45692.48885,45690.27077
CMA CGM,2071916112,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27084,2,45692.48888,45690.27084
CMA CGM,2071910093,2.50202E+21,Confirmed,BDCGP--USNYC,53,936,1,2,45692.45833,45692.45833,45690.27083,2,45692.48887,45690.27083
CMA CGM,2071911057,2.50202E+21,Confirmed,BDCGP--USNYC,55,936,1,2,45692.45833,45692.45833,45690.19577,2,45691.59031,45690.19577
CMA CGM,2070072281,2.50202E+21,Confirmed,BDCGP--USNYC,55,936,1,2,45692.45833,45692.45833,45690.1958,5,45691.58962,45663.14011
CMA CGM,2071914061,2.50202E+21,Confirmed,BDCGP--USNYC,55,936,1,2,45692.45833,45692.45833,45690.19228,2,45691.64734,45690.19228
CMA CGM,2071913056,2.50202E+21,Confirmed,BDCGP--USNYC,55,936,1,2,45692.45833,45692.45833,45690.19931,2,45692.268,45690.19931
CMA CGM,2071912062,2.50202E+21,Confirmed,BDCGP--USNYC,55,936,1,2,45692.45833,45692.45833,45690.19229,2,45691.59034,45690.19229
